Product_Name,Selling Price,MRP,Items Bought Last Month,Ratings
Whirlpool 8 Kg 5 Star Semi-Automatic Top Loading Washing Machine (ACE 8.0 TRB DRY GREY DAZZLE (10 YR)-NH),"₹12,270","19,700",300+ bought in past month,4.2 out of 5 stars 751
"Samsung 7 kg, 5 Star, Digital Inverter, Motor, Fully-Automatic Front Load Washing Machine (WW70T4020EE1TL, Hygiene Steam, White)","₹29,990","40,300",200+ bought in past month,"4.3 out of 5 stars 1,275"
"STRERELLI Mini Washing Machine Portable Folding Washing Machine Bucket Washer Mobile Foldable Washing & Spin Dry for Camping,Travel, Lightweight and Easy to Carry (1.8 KG)","₹1,995","4,999",100+ bought in past month,3.6 out of 5 stars 14
"Whirlpool Scalegon For FRONT / TOP LOADING Washing Machine (Scale Remover) (5, 500GM)",₹499,166.33,300+ bought in past month,4.0 out of 5 stars 66
"Whirlpool 6 Kg 5 Star Royal Fully-Automatic Top Loading Washing Machine (WHITEMAGIC ROYAL 6 GENX, Grey, ZPF Technology)","₹13,490","17,600",1K+ bought in past month,"4.2 out of 5 stars 6,090"
"Whirlpool 7.5 Kg 5 Star Stainwash Pro Fully Automatic Top Load Washing Machine (Stainwash Pro H 7.5, Kg 5 Star with In-Built Heater), Grey","₹17,890","25,750",1K+ bought in past month,"4.1 out of 5 stars 6,616"
"Acer 7.0 Kg Quad Wash Series Fully-Automatic Top Load Washing Machine (AiSense, HelixFlow Pulsator, Pro-Foam Tub, 5 Star Energy Rating, CareTec Wash, AR70FATLP1EC, 2023 Model, Grey)","₹13,499","31,999",,4.3 out of 5 stars 38
"Voltas Beko 7 Kg 5 Star Fully-Automatic Top-Loading Washing Machine (WTL70, Dark Grey, 2023 Model, Monsoon Dry)","₹16,990","29,990",,3.8 out of 5 stars 129
"LG 11 Kg 5 Star Wind Jet Dry Rat Away Technology Semi-Automatic Top Loading Washing Machine (P1155SKAZ, Roller Jet Pulsator, Punch + 3, Middle Black)","₹18,990","25,990",100+ bought in past month,"4.4 out of 5 stars 1,616"
"LG 8 Kg 5 Star Inverter Direct Drive Fully Automatic Front Load Washing Machine (FHM1408BDW, Steam Wash, In-Built Heater, Touch Panel, White)","₹32,990","42,990",200+ bought in past month,4.3 out of 5 stars 510
Whirlpool 9 Kg 5 Star Bloomwash Pro Fully-Automatic Top Loading Washing Machine - Built In Heater (360 BW PRO H 9.0 MIDNIGHT GREY 10YMW),"₹22,990","30,750",100+ bought in past month,"4.0 out of 5 stars 1,768"
